,Prediction,NextId,Position
7914,a,9912,1
23706,p,29835,1
7907,a,9905,1
23713,p,29842,1
23720,p,29856,1
7900,a,9898,1
23727,p,29863,1
23734,p,29870,1
7893,a,9891,1
23741,p,29884,1
7886,a,9884,1
23748,p,29891,1
23755,p,29912,1
7879,a,9870,1
23762,p,29919,1
23769,p,29926,1
7872,a,9856,1
23776,p,29933,1
7865,a,9849,1
23783,p,29940,1
23790,p,29947,1
7858,a,9842,1
23797,p,29954,1
23804,p,29961,1
7851,a,9835,1
7921,a,9919,1
23811,p,29968,1
23685,p,29807,1
7928,a,9926,1
23559,p,29646,1
7998,a,9996,1
23566,p,29653,1
7991,a,9989,1
23573,p,29660,1
23580,p,29681,1
7984,a,9982,1
23587,p,29702,1
23594,p,29716,1
7977,a,9975,1
23601,p,29723,1
7970,a,9968,1
23608,p,29730,1
23615,p,29737,1
7963,a,9961,1
23622,p,29744,1
23629,p,29751,1
7956,a,9954,1
23636,p,29758,1
7949,a,9947,1
23643,p,29765,1
23650,p,29772,1
7942,a,9940,1
23657,p,29779,1
23664,p,29786,1
7935,a,9933,1
23671,p,29793,1
23678,p,29800,1
7844,a,9814,1
23818,p,29975,1
23825,p,30003,1
23993,p,30213,1
24000,p,30220,1
24007,p,30227,1
7742,e,9657,1
24014,p,30234,1
24021,p,30241,1
24028,p,30248,1
7731,e,9646,1
24035,p,30255,1
24042,p,30262,1
24049,p,30269,1
7720,e,9635,1
24056,p,30283,1
24063,p,30290,1
24070,p,30297,1
7709,e,9624,1
24077,p,30311,1
24084,p,30318,1
24091,p,30332,1
7698,e,9602,1
24098,p,30346,1
24105,p,30353,1
24112,p,30360,1
7687,e,9591,1
24119,p,30374,1
24126,p,30381,1
24133,p,30388,1
7753,e,9668,1
23986,p,30206,1
23979,p,30199,1
23972,p,30192,1
7837,a,9807,1
23832,p,30010,1
23839,p,30017,1
7830,a,9800,1
23846,p,30024,1
23853,p,30031,1
23860,p,30045,1
7819,e,9767,1
23867,p,30059,1
23874,p,30066,1
23881,p,30073,1
7808,e,9756,1
23888,p,30080,1
24140,p,30395,1
23895,p,30087,1
7797,e,9734,1
23909,p,30108,1
23916,p,30115,1
23923,p,30129,1
7786,e,9712,1
23930,p,30136,1
23937,p,30143,1
23944,p,30150,1
7775,e,9701,1
23951,p,30171,1
23958,p,30178,1
23965,p,30185,1
7764,e,9690,1
23902,p,30101,1
25224,c,31716,1
25237,c,31742,1
7324,e,9107,1
26423,n,33205,1
26432,n,33232,1
6888,n,8559,1
26441,n,33241,1
26450,n,33259,1
26459,n,33268,1
6879,n,8550,1
26468,n,33277,1
26477,n,33286,1
6870,n,8532,1
26486,n,33295,1
26495,n,33304,1
6861,n,8523,1
26504,n,33313,1
26513,n,33322,1
26522,n,33331,1
6852,n,8514,1
26531,n,33340,1
26540,n,33349,1
6843,n,8505,1
26549,n,33358,1
26558,n,33367,1
6834,n,8496,1
26567,n,33376,1
26576,n,33385,1
26585,n,33394,1
6825,n,8487,1
6897,n,8568,1
26594,n,33403,1
26414,n,33196,1
6906,n,8577,1
6978,n,8676,1
26220,u,32973,1
26230,u,32993,1
6969,n,8667,1
26240,u,33003,1
26250,u,33013,1
26260,u,33023,1
6960,n,8649,1
26270,u,33033,1
26280,u,33043,1
6951,n,8640,1
26290,u,33053,1
26300,u,33063,1
6942,n,8631,1
26310,u,33073,1
26320,u,33083,1
26330,u,33103,1
6933,n,8622,1
26340,u,33113,1
26350,u,33123,1
6924,n,8604,1
26360,n,33142,1
26369,n,33151,1
6915,n,8595,1
26378,n,33160,1
26387,n,33169,1
26396,n,33178,1
26405,n,33187,1
26603,n,33430,1
6816,n,8478,1
26612,n,33439,1
26819,n,33682,1
26828,n,33691,1
26837,n,33700,1
6717,n,8325,1
26846,n,33709,1
26855,n,33718,1
6708,n,8316,1
26864,n,33727,1
26873,n,33736,1
6699,n,8307,1
26882,n,33745,1
26891,n,33754,1
26900,n,33763,1
6690,n,8289,1
26909,n,33772,1
26918,n,33781,1
6681,n,8280,1
26927,n,33790,1
26936,n,33799,1
6672,n,8271,1
26945,n,33808,1
26954,n,33817,1
26963,n,33826,1
6663,n,8262,1
26972,n,33844,1
26981,n,33853,1
6654,n,8253,1
6726,n,8334,1
26810,n,33673,1
26801,n,33664,1
6735,n,8352,1
26621,n,33457,1
6807,n,8469,1
26630,n,33466,1
26639,n,33475,1
26648,n,33484,1
6798,n,8451,1
26657,n,33493,1
26666,n,33502,1
6789,n,8442,1
26675,n,33511,1
26684,n,33520,1
6780,n,8433,1
26693,n,33529,1
26210,u,32963,1
26702,n,33538,1
6771,n,8397,1
26720,n,33556,1
26729,n,33565,1
6762,n,8379,1
26738,n,33583,1
26747,n,33592,1
6753,n,8370,1
26756,n,33601,1
26765,n,33628,1
26774,n,33637,1
6744,n,8361,1
26783,n,33646,1
26792,n,33655,1
26711,n,33547,1
26200,u,32953,1
6987,n,8685,1
26190,u,32943,1
25550,u,32143,1
25560,u,32153,1
25570,u,32173,1
7225,e,8986,1
25580,u,32183,1
25590,u,32193,1
25600,u,32203,1
7214,e,8975,1
25610,u,32213,1
25620,u,32223,1
25630,u,32233,1
7203,e,8964,1
25640,u,32243,1
25650,u,32253,1
7194,n,8955,1
25660,u,32263,1
25670,u,32283,1
7185,n,8946,1
25680,u,32293,1
25690,u,32303,1
25700,u,32313,1
7176,n,8937,1
25710,u,32323,1
25720,u,32333,1
7167,n,8928,1
25730,u,32343,1
25740,u,32353,1
7236,e,8997,1
25540,u,32123,1
25530,u,32113,1
25520,u,32103,1
25250,c,31755,1
25263,c,31768,1
25276,c,31794,1
7313,e,9096,1
25289,c,31807,1
25302,c,31846,1
25315,c,31859,1
7302,e,9074,1
25328,c,31872,1
25341,c,31885,1
25354,c,31898,1
7291,e,9052,1
25367,c,31911,1
7158,n,8919,1
25380,c,31924,1
7280,e,9041,1
25406,c,31963,1
25419,c,31976,1
25432,c,31989,1
7269,e,9030,1
25445,c,32002,1
25458,c,32015,1
25471,c,32028,1
7258,e,9019,1
25484,c,32041,1
25497,c,32080,1
25510,u,32093,1
7247,e,9008,1
25393,c,31937,1
23552,p,29639,1
25750,u,32373,1
25770,u,32393,1
26000,u,32693,1
7059,n,8757,1
26010,u,32703,1
26020,u,32723,1
7050,n,8748,1
26030,u,32743,1
26040,u,32753,1
26050,u,32763,1
7041,n,8739,1
26060,u,32773,1
26070,u,32783,1
7032,n,8730,1
26080,u,32793,1
26090,u,32803,1
7023,n,8721,1
26100,u,32823,1
26110,u,32833,1
26120,u,32853,1
7014,n,8712,1
26130,u,32863,1
26140,u,32873,1
7005,n,8703,1
26150,u,32883,1
26160,u,32893,1
6996,n,8694,1
26170,u,32913,1
26180,u,32923,1
25990,u,32673,1
7068,n,8766,1
25980,u,32663,1
25970,u,32653,1
7149,n,8901,1
25780,u,32403,1
25790,u,32423,1
7140,n,8874,1
25800,u,32433,1
25810,u,32453,1
7131,n,8865,1
25820,u,32463,1
25830,u,32473,1
25840,u,32483,1
7122,n,8847,1
25850,u,32493,1
25860,u,32513,1
25760,u,32383,1
7113,n,8838,1
25880,u,32533,1
7104,n,8829,1
25890,u,32543,1
25900,u,32563,1
25910,u,32583,1
7095,n,8820,1
25920,u,32593,1
25930,u,32603,1
7086,n,8802,1
25940,u,32613,1
25950,u,32623,1
7077,n,8793,1
25960,u,32633,1
25870,u,32523,1
26990,n,33871,1
8005,a,10003,1
23538,p,29625,1
8861,a,11107,1
23011,u,28935,1
8858,a,11101,1
8855,a,11098,1
8852,a,11095,1
23014,u,28941,1
8849,a,11092,1
8846,a,11086,1
8843,a,11083,1
23017,u,28944,1
8840,a,11080,1
8837,a,11074,1
8834,a,11068,1
23020,u,28947,1
8831,a,11065,1
8828,a,11062,1
8825,a,11059,1
23023,u,28950,1
8822,a,11056,1
8819,a,11053,1
8816,a,11050,1
23026,u,28953,1
8813,a,11041,1
8810,a,11038,1
8807,a,11035,1
23029,u,28956,1
8804,a,11032,1
8864,a,11110,1
8801,a,11029,1
8867,a,11113,1
8870,a,11122,1
22987,u,28911,1
8930,a,11191,1
8927,a,11188,1
8924,a,11185,1
22990,u,28914,1
8921,a,11182,1
8918,a,11179,1
8915,a,11176,1
22993,u,28917,1
8912,a,11170,1
8909,a,11167,1
8906,a,11164,1
22996,u,28920,1
8903,a,11161,1
8900,a,11155,1
8897,a,11152,1
22999,u,28923,1
8894,a,11149,1
8891,a,11146,1
8888,a,11143,1
23002,u,28926,1
8885,a,11140,1
8882,a,11134,1
8879,a,11131,1
23005,u,28929,1
8876,a,11128,1
8873,a,11125,1
23008,u,28932,1
8798,a,11026,1
23032,u,28959,1
8795,a,11020,1
8720,a,10912,1
8717,a,10906,1
23059,u,28992,1
8714,a,10903,1
8711,a,10900,1
8708,a,10897,1
23062,u,28995,1
8705,a,10894,1
8702,a,10888,1
8699,a,10885,1
23065,u,28998,1
8696,a,10882,1
8693,a,10879,1
8690,a,10876,1
23068,u,29004,1
8687,a,10873,1
8684,a,10870,1
8681,a,10867,1
23071,u,29007,1
8678,a,10864,1
8675,a,10861,1
8672,a,10858,1
23074,u,29013,1
8669,a,10855,1
8666,a,10852,1
8663,a,10849,1
23077,u,29016,1
8723,a,10915,1
23056,u,28989,1
8726,a,10918,1
8729,a,10927,1
8792,a,11014,1
8789,a,11002,1
23035,u,28962,1
8786,a,10996,1
8783,a,10993,1
8780,a,10990,1
23038,u,28968,1
8777,a,10987,1
8774,a,10984,1
8771,a,10978,1
23041,u,28971,1
8768,a,10975,1
8765,a,10972,1
8933,a,11194,1
8762,a,10969,1
8759,a,10966,1
8756,a,10963,1
8753,a,10960,1
23047,u,28980,1
8750,a,10957,1
8747,a,10954,1
8744,a,10948,1
23050,u,28983,1
8741,a,10945,1
8738,a,10936,1
8735,a,10933,1
23053,u,28986,1
8732,a,10930,1
23044,u,28974,1
8660,a,10846,1
8936,a,11200,1
22984,u,28908,1
22768,e,28638,1
9179,n,11509,1
22777,e,28647,1
22786,e,28656,1
9170,n,11500,1
22795,e,28665,1
22804,e,28674,1
9161,n,11491,1
22813,e,28692,1
22822,u,28701,1
22825,u,28704,1
9152,n,11473,1
22828,u,28707,1
22831,u,28710,1
9143,n,11464,1
22834,u,28713,1
22837,u,28716,1
9134,n,11455,1
22840,u,28722,1
22843,u,28728,1
22846,u,28731,1
9125,n,11428,1
22849,u,28734,1
22852,u,28737,1
9116,n,11419,1
22855,u,28740,1
22858,u,28743,1
22759,e,28629,1
9107,n,11410,1
22750,e,28602,1
22741,e,28584,1
22570,e,28350,1
22579,e,28359,1
9260,n,11626,1
22588,e,28368,1
22597,e,28377,1
9251,n,11617,1
22606,e,28386,1
22615,e,28395,1
9242,n,11608,1
22624,e,28404,1
22633,e,28413,1
22642,e,28422,1
9233,n,11590,1
22651,e,28440,1
22660,e,28449,1
9224,n,11581,1
22669,e,28458,1
22678,e,28467,1
9215,n,11572,1
22687,e,28485,1
22696,e,28494,1
22705,e,28512,1
9206,n,11563,1
22714,e,28521,1
22723,e,28566,1
9197,n,11545,1
22732,e,28575,1
9188,n,11518,1
22861,u,28746,1
22864,u,28749,1
22867,u,28752,1
22936,u,28851,1
9008,n,11293,1
22939,u,28854,1
22942,u,28857,1
8999,n,11284,1
22945,u,28860,1
22948,u,28863,1
22951,u,28866,1
8990,n,11275,1
22954,u,28872,1
22957,u,28875,1
8981,n,11266,1
22960,u,28878,1
22963,u,28881,1
8972,n,11257,1
22966,u,28884,1
22969,u,28893,1
22972,u,28896,1
8963,n,11239,1
22975,u,28899,1
22978,u,28902,1
8954,n,11221,1
8951,a,11218,1
22981,u,28905,1
8948,a,11212,1
8945,a,11209,1
8942,a,11206,1
22933,u,28848,1
9017,n,11302,1
22930,u,28842,1
22927,u,28839,1
9098,n,11401,1
22870,u,28755,1
22873,u,28761,1
9089,n,11392,1
22876,u,28764,1
22879,u,28767,1
9080,n,11374,1
22882,u,28770,1
22885,u,28773,1
22888,u,28779,1
9071,n,11365,1
22891,u,28788,1
22894,u,28791,1
8939,a,11203,1
9062,n,11356,1
22900,u,28800,1
9053,n,11347,1
22903,u,28806,1
22906,u,28815,1
22909,u,28821,1
9044,n,11338,1
22912,u,28824,1
22915,u,28827,1
9035,n,11329,1
22918,u,28830,1
22921,u,28833,1
9026,n,11320,1
22924,u,28836,1
22897,u,28797,1
8657,a,10843,1
8654,a,10840,1
23080,u,29019,1
23350,e,29349,1
8243,a,10353,1
23353,e,29358,1
23356,e,29364,1
8236,a,10346,1
23359,e,29367,1
23362,e,29370,1
8229,a,10339,1
23365,e,29376,1
8222,a,10332,1
23368,e,29379,1
23371,e,29382,1
8215,a,10325,1
23374,e,29385,1
23377,e,29394,1
8208,a,10318,1
23380,e,29397,1
8201,a,10311,1
23383,e,29400,1
23386,e,29403,1
8194,a,10304,1
23389,e,29406,1
23392,e,29409,1
8187,a,10297,1
23395,e,29412,1
8180,a,10269,1
23398,e,29415,1
8250,a,10360,1
23401,e,29421,1
23347,e,29343,1
8257,a,10367,1
8327,a,10458,1
23293,e,29286,1
23296,e,29289,1
8320,a,10451,1
23299,e,29292,1
23302,e,29295,1
8313,a,10444,1
23305,e,29298,1
8306,a,10437,1
23308,e,29301,1
23311,e,29304,1
8299,a,10430,1
23314,e,29307,1
23317,e,29310,1
8292,a,10423,1
23320,e,29313,1
8285,a,10402,1
23323,e,29316,1
23326,e,29319,1
8278,a,10395,1
23329,e,29322,1
23332,e,29325,1
8271,a,10388,1
23335,e,29328,1
8264,a,10381,1
23338,e,29331,1
23341,e,29334,1
23344,e,29337,1
8173,a,10255,1
23404,e,29424,1
23407,e,29427,1
8082,a,10122,1
23470,e,29517,1
8075,a,10115,1
23473,e,29520,1
23476,e,29523,1
8068,a,10108,1
23479,e,29526,1
23482,e,29532,1
8061,a,10094,1
23485,e,29535,1
8054,a,10087,1
23488,e,29538,1
23491,e,29544,1
8047,a,10073,1
23494,e,29547,1
23497,e,29550,1
8040,a,10066,1
23500,e,29559,1
8033,a,10059,1
23503,p,29562,1
23510,p,29576,1
8026,a,10031,1
23517,p,29583,1
23524,p,29590,1
8019,a,10024,1
23531,p,29604,1
8012,a,10017,1
23467,e,29514,1
23464,e,29511,1
8089,a,10129,1
23461,e,29502,1
8166,a,10234,1
23410,e,29430,1
8159,a,10227,1
23413,e,29433,1
23416,e,29439,1
8152,a,10213,1
23419,e,29442,1
23422,e,29445,1
8145,a,10206,1
23425,e,29448,1
8138,a,10192,1
23428,e,29451,1
23431,e,29454,1
23290,e,29283,1
8131,a,10178,1
23437,e,29460,1
8124,a,10171,1
23440,e,29466,1
8117,a,10164,1
23443,e,29472,1
23446,e,29475,1
8110,a,10157,1
23449,e,29481,1
23452,e,29487,1
8103,a,10150,1
23455,e,29490,1
8096,a,10136,1
23458,e,29493,1
23434,e,29457,1
8334,a,10465,1
23287,e,29277,1
23284,e,29274,1
23116,u,29064,1
8572,a,10745,1
23119,u,29070,1
23122,u,29073,1
8565,a,10738,1
23125,u,29076,1
8558,a,10731,1
23128,u,29079,1
23131,u,29085,1
8551,a,10724,1
23134,u,29091,1
23137,u,29094,1
8544,a,10717,1
23140,u,29097,1
8537,a,10710,1
23143,u,29100,1
23146,u,29103,1
8530,a,10703,1
23149,u,29109,1
23152,u,29112,1
8523,a,10696,1
23155,u,29115,1
8516,a,10689,1
23158,u,29118,1
23161,u,29124,1
8509,a,10682,1
23164,u,29127,1
23113,u,29058,1
8579,a,10752,1
23110,u,29055,1
8586,a,10766,1
8651,a,10837,1
8648,a,10834,1
8645,a,10831,1
23083,u,29022,1
8642,a,10828,1
8639,a,10825,1
8636,a,10822,1
23086,u,29025,1
8633,a,10819,1
8630,a,10816,1
8627,a,10813,1
23089,u,29028,1
8624,a,10810,1
23167,u,29130,1
8621,a,10807,1
23092,u,29031,1
8615,a,10801,1
8612,a,10798,1
8609,a,10795,1
23095,u,29034,1
8606,a,10792,1
8603,a,10786,1
8600,a,10780,1
23098,u,29037,1
23101,u,29043,1
8593,a,10773,1
23104,u,29046,1
23107,u,29049,1
8618,a,10804,1
23545,p,29632,1
8502,a,10675,1
8495,a,10661,1
23233,e,29205,1
23236,e,29208,1
8404,a,10542,1
23239,e,29211,1
23242,e,29214,1
8397,a,10535,1
23245,e,29217,1
8390,a,10528,1
23248,e,29220,1
23251,e,29226,1
8383,a,10521,1
23254,e,29229,1
23257,e,29232,1
8376,a,10507,1
23260,e,29238,1
8369,a,10500,1
23263,e,29241,1
23266,e,29247,1
8362,a,10493,1
23269,e,29250,1
23272,e,29253,1
8355,a,10486,1
23275,e,29256,1
8348,a,10479,1
23278,e,29262,1
23281,e,29271,1
8341,a,10472,1
8411,a,10549,1
23230,e,29202,1
8418,a,10556,1
23227,e,29199,1
23173,u,29139,1
23176,e,29142,1
8488,a,10654,1
23179,e,29145,1
23182,e,29148,1
8481,a,10647,1
23185,e,29151,1
8474,a,10640,1
23188,e,29154,1
23191,e,29157,1
8467,a,10633,1
23194,e,29160,1
23197,e,29166,1
23170,u,29133,1
8460,a,10626,1
8453,a,10605,1
23203,e,29172,1
23206,e,29175,1
8446,a,10598,1
23209,e,29178,1
23212,e,29181,1
8439,a,10577,1
23215,e,29187,1
8432,a,10570,1
23218,e,29190,1
23221,e,29193,1
8425,a,10563,1
23224,e,29196,1
23200,e,29169,1
26999,n,33880,1
6645,n,8235,1
27008,n,33889,1
31160,u,39195,1
31169,u,39204,1
31178,u,39213,1
4921,u,6023,1
31187,u,39231,1
31196,u,39240,1
4912,u,6005,1
31205,u,39249,1
31214,u,39276,1
4903,u,5996,1
31223,u,39285,1
31232,u,39294,1
31241,u,39303,1
4894,u,5987,1
31250,u,39312,1
31259,u,39321,1
4885,u,5969,1
31268,u,39330,1
31277,u,39339,1
4876,u,5960,1
31286,u,39357,1
31295,u,39402,1
31304,u,39411,1
4867,u,5951,1
31313,u,39420,1
31322,u,39438,1
4858,u,5942,1
4930,u,6032,1
31331,u,39447,1
31151,u,39186,1
4939,u,6041,1
5011,u,6122,1
30956,o,38970,1
30968,o,38982,1
30980,o,39006,1
5002,u,6113,1
30992,o,39018,1
31004,o,39030,1
4993,u,6104,1
31016,u,39042,1
31025,u,39051,1
4984,u,6095,1
31034,u,39060,1
31043,u,39069,1
31052,u,39078,1
4975,u,6086,1
31061,u,39087,1
31070,u,39096,1
4966,u,6068,1
31079,u,39105,1
31088,u,39114,1
4957,u,6059,1
31097,u,39123,1
31106,u,39132,1
31115,u,39141,1
4948,u,6050,1
31124,u,39150,1
31133,u,39168,1
31142,u,39177,1
31340,u,39456,1
4849,u,5933,1
31349,u,39465,1
4759,u,5825,1
31565,u,39708,1
31574,u,39735,1
4750,u,5816,1
31583,u,39744,1
31592,u,39762,1
4741,u,5807,1
31601,u,39771,1
31610,u,39780,1
31619,u,39789,1
4732,u,5798,1
31628,u,39798,1
31637,u,39807,1
4723,u,5789,1
31646,u,39816,1
31655,u,39825,1
4714,u,5780,1
31664,u,39834,1
31673,u,39852,1
31682,u,39861,1
4705,u,5771,1
31691,u,39870,1
31700,u,39879,1
4696,u,5762,1
31709,u,39888,1
31718,u,39897,1
4687,u,5753,1
31556,u,39699,1
31547,u,39690,1
31538,u,39681,1
4768,u,5834,1
31358,u,39474,1
31367,u,39483,1
4840,u,5924,1
31376,u,39492,1
31385,u,39501,1
4831,u,5915,1
31394,u,39510,1
31403,u,39519,1
4822,u,5906,1
31412,u,39528,1
31421,u,39537,1
31430,u,39546,1
4813,u,5897,1
30944,o,38958,1
31439,u,39564,1
4804,u,5879,1
31457,u,39582,1
31466,u,39591,1
4795,u,5870,1
31475,u,39600,1
31484,u,39618,1
31493,u,39627,1
4786,u,5861,1
31502,u,39645,1
31511,u,39654,1
4777,u,5852,1
31520,u,39663,1
31529,u,39672,1
31448,u,39573,1
31727,u,39906,1
30932,o,38922,1
5023,e,6134,1
5224,e,6386,1
30656,o,38574,1
5221,e,6383,1
5218,e,6380,1
5215,e,6377,1
30668,o,38586,1
5212,e,6374,1
5209,e,6371,1
5206,e,6365,1
30680,o,38598,1
5203,e,6362,1
5200,e,6353,1
5197,e,6350,1
30692,o,38622,1
5194,e,6347,1
5191,e,6344,1
5188,e,6338,1
30704,o,38634,1
5185,e,6335,1
5182,e,6332,1
5179,e,6329,1
30716,o,38646,1
5176,e,6326,1
5173,e,6323,1
5170,e,6317,1
30728,o,38670,1
5167,e,6299,1
5227,e,6389,1
5164,e,6296,1
5230,e,6392,1
5233,e,6395,1
30560,o,38466,1
5293,e,6470,1
5290,e,6467,1
5287,e,6464,1
30572,o,38478,1
5284,e,6455,1
5281,e,6452,1
5278,e,6449,1
30584,o,38490,1
5275,e,6446,1
5272,e,6443,1
5269,e,6440,1
30596,o,38502,1
5266,e,6437,1
5263,e,6434,1
5260,e,6431,1
30608,o,38514,1
5257,e,6425,1
5254,e,6422,1
5251,e,6419,1
30620,o,38538,1
5248,e,6413,1
5245,e,6410,1
5242,e,6407,1
30632,o,38550,1
5239,e,6404,1
5236,e,6401,1
30644,o,38562,1
5161,e,6293,1
30740,o,38682,1
5158,e,6290,1
5083,e,6197,1
5080,e,6194,1
30848,o,38814,1
5077,e,6191,1
5074,e,6188,1
5071,e,6185,1
30860,o,38826,1
5068,e,6182,1
5065,e,6179,1
5062,e,6176,1
30872,o,38850,1
5059,e,6173,1
5056,e,6170,1
5053,e,6167,1
30884,o,38862,1
5050,e,6164,1
5047,e,6161,1
5044,e,6158,1
30896,o,38874,1
5041,e,6155,1
5038,e,6149,1
5035,e,6146,1
30908,o,38886,1
5032,e,6143,1
5029,e,6140,1
5026,e,6137,1
30920,o,38910,1
5086,e,6200,1
30836,o,38790,1
5089,e,6203,1
5092,e,6212,1
5155,e,6287,1
5152,e,6284,1
30752,o,38694,1
5149,e,6281,1
5146,e,6275,1
5143,e,6272,1
30764,o,38706,1
5140,e,6269,1
5137,e,6266,1
5134,e,6263,1
30776,o,38730,1
5131,e,6260,1
5128,e,6257,1
5020,e,6131,1
5125,e,6251,1
5122,e,6248,1
5119,e,6242,1
5116,e,6239,1
30800,o,38754,1
5113,e,6236,1
5110,e,6233,1
5107,e,6230,1
30812,o,38766,1
5104,e,6227,1
5101,e,6224,1
5098,e,6221,1
30824,o,38778,1
5095,e,6215,1
30788,o,38742,1
31736,u,39915,1
31745,u,39924,1
4678,u,5744,1
32222,a,40542,1
32225,a,40545,1
4246,u,5213,1
32228,a,40548,1
32231,a,40551,1
4237,u,5204,1
32234,a,40554,1
32237,a,40557,1
4228,u,5195,1
32240,a,40560,1
32243,a,40566,1
32246,a,40569,1
4219,u,5168,1
32249,a,40572,1
32252,a,40575,1
4210,u,5159,1
32255,a,40578,1
32258,a,40581,1
4201,u,5150,1
32261,a,40584,1
32264,a,40587,1
32267,u,40590,1
4192,u,5141,1
32280,u,40603,1
32293,u,40616,1
4183,u,5123,1
32306,u,40655,1
32219,a,40539,1
32319,u,40668,1
4255,u,5222,1
32213,a,40533,1
32156,a,40464,1
32159,a,40467,1
32162,a,40470,1
4327,u,5330,1
32165,a,40473,1
32168,a,40479,1
4318,u,5321,1
32171,a,40482,1
32174,a,40485,1
4309,u,5312,1
32177,a,40491,1
32180,a,40494,1
32183,a,40497,1
4300,u,5303,1
32186,a,40500,1
32189,a,40503,1
4291,u,5276,1
32192,a,40509,1
32195,a,40512,1
4282,u,5267,1
32198,a,40515,1
32201,a,40518,1
32204,a,40521,1
4273,u,5258,1
32207,a,40524,1
32210,a,40527,1
4264,u,5231,1
32216,a,40536,1
4174,u,5114,1
32332,u,40681,1
32345,u,40694,1
32618,u,41019,1
4081,e,4988,1
32631,u,41032,1
4075,e,4982,1
32644,u,41045,1
4069,e,4976,1
32657,u,41084,1
32670,u,41097,1
4063,e,4958,1
32683,u,41110,1
4057,e,4946,1
32696,u,41123,1
4051,e,4940,1
32709,u,41136,1
32722,u,41149,1
4045,e,4934,1
32735,u,41162,1
4039,e,4922,1
32748,u,41188,1
4033,e,4916,1
32761,u,41201,1
32774,u,41214,1
4027,e,4910,1
32787,u,41227,1
4021,e,4904,1
32800,u,41253,1
4015,e,4898,1
32605,u,40993,1
4087,e,4994,1
32592,u,40967,1
4093,e,5000,1
32358,u,40707,1
4165,u,5096,1
32371,u,40720,1
32384,u,40733,1
4156,u,5087,1
32397,u,40746,1
32410,u,40785,1
4147,u,5078,1
32423,u,40798,1
32436,u,40811,1
32449,u,40824,1
4138,u,5060,1
32462,u,40837,1
4336,u,5348,1
32475,u,40850,1
32488,u,40863,1
4123,e,5036,1
32501,u,40876,1
32514,u,40889,1
4117,e,5024,1
32527,u,40902,1
4111,e,5018,1
32540,u,40915,1
4105,e,5012,1
32553,u,40928,1
32566,u,40941,1
4099,e,5006,1
32579,u,40954,1
4129,u,5042,1
32153,a,40461,1
32150,a,40458,1
4345,u,5357,1
4588,u,5636,1
31961,a,40215,1
31964,a,40218,1
4579,u,5627,1
31967,a,40221,1
31970,a,40224,1
31973,a,40227,1
4570,u,5618,1
31976,a,40230,1
31979,a,40233,1
4561,u,5609,1
31982,a,40236,1
31985,a,40242,1
4552,u,5600,1
31988,a,40245,1
31991,a,40248,1
31994,a,40251,1
4543,u,5591,1
31997,a,40254,1
